,Rating,Review,Comment
22985,5,ExcellentREAD MORE,Excellent
22986,5,Nice product of oneplus best of the one neck band bluthooth very nice sound quality and good base nice disign overall is very goodREAD MORE,Terrific purchase
22987,5,Nice 👍🙂READ MORE,Classy product
22988,5,GoodREAD MORE,Just wow!
22989,5,Nice earphone with primium build quality and offers bass boost sound qualityREAD MORE,Awesome
22990,5,GoodREAD MORE,Simply awesome
22991,4,It is very cool 👑🤟READ MORE,Good quality product
22992,5,Good productREAD MORE,Classy product
22993,5,Best earphone in the market at this price segment. Go for it trust me you would love it 😍READ MORE,Perfect product!
22994,5,I like itREAD MORE,Highly recommended
22995,5,Good productREAD MORE,Classy product
22996,5,It is very nice and comfortable product and thank you flipkart for your fast deliveringREAD MORE,Best in the market!
22997,5,GoodREAD MORE,Terrific purchase
22998,5,Awesome sound quality..👍👍READ MORE,Simply awesome
22999,5,NiceREAD MORE,Must buy!
23000,5,"Really fantastic product, I love it and I'm enjoying the headphoneREAD MORE",Must buy!
23001,5,Awesome 👌READ MORE,Best in the market!
23002,5,my brother has one.......i ordered this for my father...... it's really durable and strong and flexible enough for daily usage.....go for it without any hesitation......happy with the purchaseREAD MORE,Super!
23003,5,my brother has one.......i ordered this for my father...... it's really durable and strong and flexible enough for daily usage.....go for it without any hesitation......happy with the purchaseREAD MORE,Super!
23004,5,Worst sound quality in my headphoneREAD MORE,Not recommended at all
23005,4,good sound qualityREAD MORE,Perfect product!
23006,5,Nic product. Battery backup is great. Build quality is good. I loved this earphonesREAD MORE,Wonderful
23007,4,So far so good!READ MORE,Fabulous!
23008,5,Sweetable soundsREAD MORE,Value-for-money
23009,5,Amazing disign with superior sound quality great choice for music Lovers❤️😘💯READ MORE,Best in the market!
23010,5,Awesome...Product Thank u One Plus And Flipkart.....😊🙏READ MORE,Must buy!
23011,1,After 1month use...one side doesn't workREAD MORE,Waste of money!
23012,1,Excelent productREAD MORE,Terrific
23013,5,Good design and build quality. Bass in enough Clear sound qualityNoise reducedREAD MORE,Terrific
23014,5,Superb sound quality...Love the product ❤️❤️❤️READ MORE,Worth every penny
23015,5,not a good qualityREAD MORE,Expected a better product
23016,5,good product👌👌READ MORE,Perfect product!
23017,5,It is amazing ..low busset and high quality thank you so much one Plus..But packing is very poor ...READ MORE,Just wow!
23018,5,GoodREAD MORE,Awesome
23019,5,Best earphoneREAD MORE,Terrific purchase
23020,5,Nice productREAD MORE,Mind-blowing purchase
23021,2,Best qualityREAD MORE,Mind-blowing purchase
23022,1,Product WasteREAD MORE,Useless product
23023,5,Product WasteREAD MORE,Useless product
23024,5,GoodREAD MORE,Perfect product!
23025,3,"Cheap quality product, call sound is not coming from headphone after returned period is over. Probably faulty product has been provided by flipkart n oneplus.READ MORE",Worst experience ever!
23026,5,Great product I love it baas is superb build quilaty is good and backup is very goodREAD MORE,Excellent
23027,5,NiceREAD MORE,Does the job
23028,5,Bass is not good but charging is goodREAD MORE,Excellent
23029,3,Nyc productREAD MORE,Best in the market!
23030,1,Awesome Bluetooth I really happy with thisREAD MORE,Just wow!
23031,1,DamageREAD MORE,Did not meet expectations
23032,1,OkREAD MORE,Decent product
23033,5,"Top notch audio quality for this segment,But you enjoy the full quality experience use oneplus flagship mobile with dolby atmos, my phone 1+7tproREAD MORE",Fabulous!
23034,5,GO FOR ITREAD MORE,Brilliant
23035,5,Excellent & Fantastic Headphones 👌🏼❣️READ MORE,Super!
23036,5,Good HeadphoneREAD MORE,Excellent
23037,5,NiceREAD MORE,Excellent
23038,4,Good battery backup.Lovely audio quality. Easy on/off system.Happy...READ MORE,Value-for-money
23039,5,This product is very amazing nice battery backup if one 10 minutes charge for long day I thing maybe 2 days🤗☺READ MORE,Terrific purchase
23040,5,Very good productREAD MORE,Terrific
23041,5,Reasonable for money.superr productREAD MORE,Super!
23042,5,Charging point cover was not given. In rainy season it not able to use. Also sweat comes inside the charging slot at the time of workout. Charging cable is too small.build quality should be more better.READ MORE,Wonderful
23043,5,Nice productNo any issues when usingREAD MORE,Brilliant
23044,5,Sound quality just waoo 😃Bass quality upto MarkBest thing about this is smooth sound ☺️READ MORE,Must buy!
23045,5,Better sound and bass qualityREAD MORE,Mind-blowing purchase
23046,5,NiceREAD MORE,Simply awesome
23047,5,Please improve bass qualityREAD MORE,Perfect product!
23048,5,AwesomeREAD MORE,Terrific purchase
23049,5,One side of earphone is not workingREAD MORE,Horrible
23050,5,GoodREAD MORE,Mind-blowing purchase
23051,5,GoodREAD MORE,Best in the market!
23052,1,"Wah ! Excellent product, I can not expect and unbelievable such a beautiful product of sound quality, deep bass and build quality. Any way this product is very nice looking. I have given the rate of 5 in out of 5READ MORE",Terrific purchase
23053,5,"Wah ! Excellent product, I can not expect and unbelievable such a beautiful product of sound quality, deep bass and build quality. Any way this product is very nice looking. I have given the rate of 5 in out of 5READ MORE",Terrific purchase
23054,4,Not badREAD MORE,Pretty good
23055,4,Nice oneREAD MORE,Good quality product
23056,4,Good sound but bad canectivity i am not happyREAD MORE,Pretty good
23057,5,Awesome value for money product.Change the ear tips for better bass feel.I used the largest one of the 3 to get a good bass and awesome sound quality..If u have strict budget of 2k this is the best option available in the market.READ MORE,Just wow!
23058,5,Best qualityREAD MORE,Must buy!
23059,5,FabulousREAD MORE,Wonderful
23060,5,Not working well.. problem in switch on and connectionREAD MORE,Useless product
23061,4,Supervvvv sound i love bass .. mind blowing bluetooth.i m loving it..👍👍👍❤️❤️❤️❤️❤️❤️READ MORE,Worth every penny
23062,1,"I am using in relame. Phone, so there is no an un believable setup such as reviews on YouTube, but if it in one plus, it will awesome, any way, it gives a positive sound and setupREAD MORE",Really Nice
23063,5,Very very  nice Battery pickup is very goodREAD MORE,Classy product
23064,4,Bass is really impressive but build quality is not impressive good quality but not very good overall u like bass so go for it buy now but u want more better quality soo go for previous  onplus bullets z like itREAD MORE,Nice product
23065,4,Good productREAD MORE,Worth the money
23066,5,NiceREAD MORE,Mind-blowing purchase
23067,5,Mic is not good.READ MORE,Bad quality
23068,5,Good ProductREAD MORE,Highly recommended
23069,4,This is useful for me for calling Kansas thank youREAD MORE,Perfect product!
23070,4,Pls prefer normal version over bass version..READ MORE,Good choice
23071,5,Value of money ...READ MORE,Very Good
23072,2,GoodREAD MORE,Just wow!
23073,4,Nic voice qualityREAD MORE,Really Nice
23074,4,okREAD MORE,Pretty good
23075,4,Awasom product .READ MORE,Good quality product
23076,4,"Good earphone, nice sound quality,READ MORE",Wonderful
23077,5,SuperREAD MORE,Excellent
23078,4,GoodREAD MORE,Very Good
23079,5,SuperbREAD MORE,Wonderful
23080,5,Best oneREAD MORE,Must buy!
23081,4,Every thing is good.. But not good for pubg .. If using other phone.READ MORE,Wonderful
23082,5,niceee😘READ MORE,Excellent
23083,5,niceee😘READ MORE,Excellent
23084,5,Return policy and replacement policy horribleREAD MORE,Did not meet expectations
23085,5,NiceREAD MORE,Awesome
23086,5,I have been using this product from past 7 days & really I like this product with sound quality is awesome and battery backup also simply super awesome product in this economic price.READ MORE,Super!
23087,4,Head set have some sound issues it will connect call it make some unwanted noisesREAD MORE,Unsatisfactory
23088,5,Osm bullets z bass earphonesREAD MORE,Worth every penny
23089,4,Seemless connectivity.. sound quality is okay.. call quality is excellent.. noise cancellation is excellent. Build quality is good. Battery back up not upto the mark.READ MORE,Value-for-money
23090,1,"Nice product of oneplus , all quality are good ,Thank u flipkart for early delivery with in 1 day.READ MORE",Just wow!
23091,1,Quick switch feature is not goodREAD MORE,Waste of money!
23092,1,GoodREAD MORE,Delightful
23093,5,Good Product Sound & bass quality very good Long battery backupREAD MORE,Simply awesome
23094,5,Sound quality very bed bese is very low like cheep productsREAD MORE,Don't waste your money
23095,5,NiceREAD MORE,Fabulous!
23096,5,NiceREAD MORE,Excellent
23097,5,Totally damaged product recieved.And replacement aslo not picked up.Very bad experience for Flipkart.READ MORE,Waste of money!
23098,5,Amazing prodect. I really loved itREAD MORE,Wonderful
23099,5,Full bass nice productREAD MORE,Worth every penny
23100,5,Really it is superb Sound effect Gicchhh💞Nice productThank you so much Flipkart🥰READ MORE,Terrific
23101,1,"Bass level very low, after one week one side speaker is not workingREAD MORE",Simply awesome
23102,1,Very good product 👌READ MORE,Classy product
23103,5,Very good product 👌READ MORE,Classy product
23104,5,those who complain this doesn't have punchy bass i have used bass tuned headset and oneplus is perfectly balancedREAD MORE,Simply awesome
23105,5,Very good productREAD MORE,Awesome
23106,5,Best quality productREAD MORE,Awesome
23107,5,Very nice productREAD MORE,Perfect product!
23108,5,"Good headset I've been using it for 5 month but today that is 3rd july my headset left side stop working, don't know how. So if u r buying it make sure to have a service center near otherwise it would be a lossREAD MORE",Super!
23109,5,Nice one❤️❤️READ MORE,Super!
23110,5,So dirty sound qualityREAD MORE,Terrific
23111,5,Excellent for this priceREAD MORE,Highly recommended
23112,5,Good productREAD MORE,Best in the market!
23113,5,"I love it always love one Plus but ,,,,Flipkart you are the greatest paltform of online shopping,,, I am always happy with your service faster delivery,,,READ MORE",Super!
23114,4,I heard good things about this product.But it is very bed. It suddenly stopped working after 10 days.READ MORE,Did not meet expectations
23115,5,Found defected product and exchange got rejected due to unknown reasonREAD MORE,Not recommended at all
23116,5,Nice ..READ MORE,Good choice
23117,4,OKREAD MORE,Worth every penny
23118,5,"Value for money. Bass is awesome. After doing high volume of mobile, it has its own extra volume up and low option means you can extra volume up at the neckband.READ MORE",Terrific purchase
23119,5,Too much bassREAD MORE,Really Nice
23120,5,best...buy...value...for..money...must..buy...best..product I have ever buy...READ MORE,Worth every penny
23121,1,These are the best wireless earphones I have ever used.what a sound quality of this product just buy and listen.super bass boosted earphones.battery backup superb.its ranging distance is about 15m to 20 m I think.dont think just go for itREAD MORE,Classy product
23122,1,The bestREAD MORE,Wonderful
23123,5,"Very good product, good quality sound and noise cancellation, awesome battery backup. Built quality is excellent. The material used is good. Best in the market. Thanks Flipkart for this nice productREAD MORE",Mind-blowing purchase
23124,5,I'm happy with the purchase...the sound quality and battery life is good and also the quick charge give 2-3 hours of play by just around 15 minutes of charging. Also satisfied with the bass and is easy to handle than a regular wired earphones. I would say as a brand OnePlus provided a good quality overall.READ MORE,Terrific
23125,5,Awsome productREAD MORE,Great product
23126,5,GoodREAD MORE,Classy product
23127,4,SuperbREAD MORE,Really Nice
23128,5,My device working gud only 2 monthsREAD MORE,Wonderful
23129,5,Awesomeeeee earphones....best I've ever had😍🔥READ MORE,Great product
23130,5,Amazing Wireless Earphones.Justify the price and brand value is plus point.Go for itREAD MORE,Classy product
23131,1,The worst customer service and poorly build earphonesREAD MORE,Hated it!
23132,1,Bad producedREAD MORE,Hated it!
23133,5,Bad producedREAD MORE,Hated it!
23134,5,AwesomeREAD MORE,Must buy!
23135,4,I could hear some noise when using with iphone 12 especially some cracking sounds when listening to highs. But it works perfectly well with oneplus devices iwith enhanced overall sound quality.READ MORE,Super!
23136,5,GoodREAD MORE,Really Nice
23137,5,Nice 👍 5/5READ MORE,Terrific
23138,3,Owesome and better than other similar productREAD MORE,Perfect product!
23139,5,Nice product. But Bass system is not goodREAD MORE,Just okay
23140,5,Good sound qualityREAD MORE,Worth every penny
23141,4,Very niceREAD MORE,Awesome
23142,1,GoodREAD MORE,Nice product
23143,5,Good productREAD MORE,Must buy!
23144,4,Just connection problem that'sit.Best product.READ MORE,Worth the money
23145,5,Good value of moneyREAD MORE,Terrific
23146,5,Fab🎉😘READ MORE,Just wow!
23147,5,GoodREAD MORE,Highly recommended
23148,5,Value for money awesome product don't miss itREAD MORE,Terrific
23149,5,Excellent Battery backup also goodSound quality awesomeREAD MORE,Great product
23150,5,Worst experience! It's been bad experience for me with OnePlus. First 3 days are awesome and smooth experience but than there is connectivity issues for this wireless bluetooth. It's totally damaged. And worst bluetooth ever!READ MORE,Horrible
23151,3,This one is amazing productREAD MORE,Wonderful
23152,1,good quality product and good quality sound value money productREAD MORE,Decent product
23153,3,good quality product and good quality sound value money productREAD MORE,Decent product
23154,3,Just 5 days Too much problem sound problemREAD MORE,Absolute rubbish!
23155,5,Not for gameREAD MORE,Just okay
23156,5,Nice bassREAD MORE,Awesome
23157,3,Looks absolutely beautiful with one plus branding . Charging is super fast . Battery backup is also good . Over all worth to buy . Thanks OnePlus and thanks flipkartREAD MORE,Wonderful
23158,5,NiceREAD MORE,Does the job
23159,5,Osm bluetooth... Must buy... And Delivery boy is goodREAD MORE,Terrific
23160,4,AsomeREAD MORE,Great product
23161,4,BetterREAD MORE,Delightful
23162,1,Very niceREAD MORE,Delightful
23163,5,Wonderful 💯🤝READ MORE,Must buy!
23164,5,Magnetic controls very useful Battery life massive..Sound quality 👌Quality of maid 👌READ MORE,Awesome
23165,5,Best in the rangeREAD MORE,Highly recommended
23166,5,Awesome productREAD MORE,Terrific purchase
23167,5,BestREAD MORE,Terrific purchase
23168,4,SuperREAD MORE,Pretty good
23169,4,Very niceREAD MORE,Wonderful
23170,4,NiceREAD MORE,Pretty good
23171,5,Best wireless bluetooth earphoneREAD MORE,Wonderful
23172,5,Overall Excellent 👌READ MORE,Super!
23173,3,Eartips is littlebit big so start pain instantly in ear. For me this not comfortable.READ MORE,Fair
23174,4,"Yeah its pretty good but it is not supporting well on laptop, but when Im using this with my android I'm not facing any problems. but quality is bestestREAD MORE",Value-for-money
23175,5,Best quality productREAD MORE,Must buy!
23176,4,GdREAD MORE,Delightful
23177,5,Dont buy this product.batery backup very worstREAD MORE,Not recommended at all
23178,5,BestREAD MORE,Brilliant
23179,5,GoodREAD MORE,Super!
23180,5,Very nice productREAD MORE,Best in the market!
23181,1,It doesn't work with 2 devices as most of Bluetooth headsets works.Anyways it typical Chinese MaalREAD MORE,Horrible
23182,1,Full and final choiceNo comparisonREAD MORE,Simply awesome
23183,5,In this price range these collar buds are best in market !READ MORE,Best in the market!
23184,5,GoodREAD MORE,Terrific
23185,5,"Under 2000 best , excellent , high quality , high quality sound etc. This product are availableREAD MORE",Perfect product!
23186,5,Great productREAD MORE,Great product
23187,4,Best value in this segmentREAD MORE,Delightful
23188,3,Good suppabREAD MORE,Fair
23189,5,Good productREAD MORE,Fabulous!
23190,5,Very good👍READ MORE,Terrific purchase
23191,4,Good productREAD MORE,Good choice
23192,4,"Good product. Design is lit, battery back backup is excellentREAD MORE",Nice product
23193,4,"Good product. Design is lit, battery back backup is excellentREAD MORE",Nice product
23194,5,SprbREAD MORE,Great product
23195,5,Amezing job OnePlusBest in class soundTOP NOTCH battery lifeWire quality is just amezingOne word for OnePlus THE BEST IN CLASS PRODUCTREAD MORE,Just wow!
23196,5,Full filled my all expectationsREAD MORE,Worth every penny
23197,5,Excellent sound quality. Best in this range.READ MORE,Best in the market!
23198,4,Nice product.READ MORE,Very Good
23199,5,GoodREAD MORE,Classy product
23200,5,SuperbREAD MORE,Classy product
23201,5,I love heardphoneREAD MORE,Classy product
23202,5,Just go for it ❤️READ MORE,Awesome
23203,5,Wonder fullllREAD MORE,Just wow!
23204,4,It's was not bad but if you are music lover you can buy it thanGames like pubg is not done. It just okREAD MORE,Very Good
23205,5,Very goodREAD MORE,Awesome
23206,5,Music from last 15 days days worth of moneyREAD MORE,Super!
23207,5,Excellent battery backup 5/5Sound quality is top notch lows highs mids all is crystal clear 5/5Bass is average 3.5/5READ MORE,Must buy!
23208,5,Full satisfied z bass edition and I have a OnePlus phone Overall value for money ❤️READ MORE,Classy product
23209,4,Very goodREAD MORE,Worth the money
23210,4,Upto the markValue for moneyQuality matched with the price of the productLoved the fact that sound latency is almost zeroREAD MORE,Very Good
23211,5,Nice product value for moneyREAD MORE,Great product
23212,5,Best quality in priceREAD MORE,Perfect product!
23213,4,Nice productREAD MORE,Worth the money
23214,5,Very goodIm very happy to buy this productValue for moneyREAD MORE,Highly recommended
23215,5,Good and liteREAD MORE,Just wow!
23216,5,OkkREAD MORE,Classy product
23217,5,Best productsREAD MORE,Mind-blowing purchase
23218,5,NYC productREAD MORE,Fabulous!
23219,3,OkREAD MORE,Fair
23220,5,very bad 😡😡😡READ MORE,Unsatisfactory
23221,1,GoodREAD MORE,Worth every penny
23222,1,Good OnePlus bullets bass edition goodREAD MORE,Worthless
23223,5,GoodREAD MORE,Fabulous!
23224,5,SuperbREAD MORE,Wonderful
23225,3,Ok okREAD MORE,Decent product
23226,4,NycccREAD MORE,Very Good
23227,4,Fabulous headset... I love itREAD MORE,Delightful
23228,5,SuperbREAD MORE,Classy product
23229,4,GoodREAD MORE,Good quality product
23230,5,Excellent product... highly appreciatedREAD MORE,Great product
23231,5,GoodREAD MORE,Terrific purchase
23232,5,FineREAD MORE,Mind-blowing purchase
23233,5,best qualityclear pubg soundsREAD MORE,Worth every penny
23234,5,Very nice qualityREAD MORE,Simply awesome
23235,4,Very good product i am very happy thanks for flipkartREAD MORE,Worth the money
23236,5,Nice 1READ MORE,Brilliant
23237,5,Nice productREAD MORE,Great product
23238,5,NiceREAD MORE,Simply awesome
23239,5,SuperREAD MORE,Super!
23240,5,Superb❤READ MORE,Mind-blowing purchase
23241,5,Nice product 😊😊READ MORE,Excellent
23242,5,Very useful productRight time deliveredREAD MORE,Fabulous!
23243,4,Superb quality and bassREAD MORE,Wonderful
23244,4,Don't go for it after some day of use there is cracking sound during calls really disappointed by oneplusREAD MORE,Absolute rubbish!
23245,5,I am happyREAD MORE,Wonderful
23246,5,Nice product......READ MORE,Great product
23247,5,NiceREAD MORE,Worth every penny
23248,5,It's very awesome product on this price buy it blindly....READ MORE,Wonderful
23249,5,Nice productREAD MORE,Just wow!
23250,5,Excellent performance Tw to flipkartREAD MORE,Brilliant
23251,1,"The product is wasteful, just with in 2 months it got damaged, the battery backup is very poor..... Don't buy this product.READ MORE",Terrible product
23252,1,Osm  I like itREAD MORE,Wonderful
23253,5,Osm  I like itREAD MORE,Wonderful
23254,3,GoodREAD MORE,Good
23255,5,Amazing headphone I have already 3 same headphone purchaseREAD MORE,Awesome
23256,4,People should buy it.READ MORE,Delightful
23257,5,Nice good qualityREAD MORE,Great product
23258,5,One of the best sound I have heardREAD MORE,Wonderful
23259,5,awesomeREAD MORE,Fabulous!
23260,4,NiceREAD MORE,Really Nice
23261,5,NiceREAD MORE,Worth every penny
23262,5,SuperREAD MORE,Simply awesome
23263,3,BadREAD MORE,Nice
23264,5,SuperREAD MORE,Best in the market!
23265,5,Nice headphoneREAD MORE,Terrific
23266,5,Sound quality bass and battery backup bestREAD MORE,Best in the market!
23267,4,Superb....Battery backup ok...I am using this headset last 2 months...Charging backup performance downREAD MORE,Wonderful
23268,5,Really amazing 😁READ MORE,Fabulous!
23269,3,As expected battery backup is low...READ MORE,Good
23270,5,Very niceREAD MORE,Super!
23271,5,GodREAD MORE,Must buy!
23272,3,Sound is not too good...it is okay ....but battery backup and charging time is really very impressiveREAD MORE,Decent product
23273,3,Sound is not too good...it is okay ....but battery backup and charging time is really very impressiveREAD MORE,Decent product
23274,5,Super productREAD MORE,Classy product
23275,5,Sound quality is bestREAD MORE,Must buy!
23276,5,Very niceREAD MORE,Terrific purchase
23277,3,NiceREAD MORE,Just okay
23278,4,Nice music headphonesREAD MORE,Nice product
23279,5,Good productREAD MORE,Best in the market!
23280,5,Vry GoodREAD MORE,Excellent
23281,5,AwesomeREAD MORE,Just wow!
23282,5,Liked the soft bassREAD MORE,Terrific
23283,5,I used this from 3 months really nice productREAD MORE,Awesome
23284,4,Good OnePlusREAD MORE,Good quality product
23285,5,Awesome qualityREAD MORE,Terrific
23286,5,Fast delivery and nice 👌READ MORE,Worth every penny
23287,4,NicREAD MORE,Pretty good
23288,5,Problem within month but finally replace by companyREAD MORE,Moderate
23289,5,WowREAD MORE,Simply awesome
23290,5,Nice.... Bluetooth valu fir money 👍👍U must buy it... Nice packingGood battery life: near about 2 daysQuich charging within 10 min 100% chargeREAD MORE,Brilliant
23291,5,BestREAD MORE,Just wow!
23292,2,Awesome sound with good battery backup.READ MORE,Simply awesome
23293,5,Nice product  but feeling uncomfortable in ears due to its structureREAD MORE,Excellent
23294,5,Nice. BestREAD MORE,Mind-blowing purchase
23295,5,NiceREAD MORE,Simply awesome
23296,5,I'm so happy for the product.READ MORE,Super!
23297,5,Charger cable damageREAD MORE,Very poor
23298,4,Good Product 1 PlusREAD MORE,Excellent
23299,5,Thank youREAD MORE,Really Nice
23300,5,👌👌best musicREAD MORE,Super!
23301,5,It's amazing live itREAD MORE,Terrific purchase
23302,1,Originall one plus product..Everything superbREAD MORE,Worth every penny
23303,5,Originall one plus product..Everything superbREAD MORE,Worth every penny
23304,5,"Where good product at the cost of RS 2,000it's build quality is good not cheapIt's sound quality is also good bass was good It's battery life is very very goodIt was a wonderful productREAD MORE",Great product
23305,3,Fitting is absolutely worseREAD MORE,Does the job
23306,5,Nice headset.. loved it !!READ MORE,Brilliant
23307,4,Superb build quality and sound. Excellent for music. Some time some disturbance occure while on call. But on my readme note 9 pro max it sounds low.but on my vivo v15 pro it sound excellents. Also Note: it does not support aac codecREAD MORE,Pretty good
23308,5,GoodREAD MORE,Must buy!
23309,5,SuperbREAD MORE,Worth every penny
23310,5,NiceREAD MORE,Terrific purchase
23311,5,Very nice product. ❤️READ MORE,Terrific
23312,5,NiceREAD MORE,Worth every penny
23313,4,GoodREAD MORE,Very Good
23314,5,Very nice 👍READ MORE,Best in the market!
23315,5,SuperREAD MORE,Wonderful
23316,4,Nice product Good qualityBass superb 👍👍👍👍👍READ MORE,Wonderful
23317,4,OwsomeREAD MORE,Really Nice
23318,4,NiceREAD MORE,Nice product
23319,5,Very low quality product and talk roud behavioie customer care plzz dont buy this productREAD MORE,Don't waste your money
23320,5,Very good productREAD MORE,Wonderful
23321,1,GoodREAD MORE,Classy product
23322,4,Very.. very... nice 🙂🙂🙂🙂🙂🙂🙂🙂READ MORE,Value-for-money
23323,5,Sounds 100%Bass100%Design 100% Not lost of your money100%READ MORE,Classy product
23324,5,Superb ❤️🔥🙌😘READ MORE,Super!
23325,5,Love thisREAD MORE,Best in the market!
23326,4,Awesome productREAD MORE,Really Nice
23327,5,nice product..😘😘READ MORE,Perfect product!
23328,5,LovelyREAD MORE,Perfect product!
23329,4,Bass edition not up to mark. Its only loud music. Bass level is okokREAD MORE,Pretty good
23330,5,Nice product I love it 😀😍❤😊👌READ MORE,Perfect product!
23331,5,Go for itREAD MORE,Terrific purchase
23332,5,Go for itREAD MORE,Terrific purchase
23333,5,Best 👍priceREAD MORE,Worth every penny
23334,5,Value for money product.READ MORE,Great product
23335,5,"as company claims... the battery backup is way too good than any other product in this price range.....sometimes in one charge it gives me easily 2days or sometimes almost 3days of backup in moderate use. Build quality is great and premium, mean its eartips are made of plastic which most of user will think cheap but let me tell you it is lightweight and doesn't give strain to ears ✌️😌.at the end ,it is best of best ❤️❤️ value for money aswell⚡😍READ MORE",Best in the market!
23336,4,Good One But Size of wires are too short...Please try to increase wire size... Otherwise awesome....READ MORE,Nice product
23337,5,Very nice product... I am Intrested...🎧READ MORE,Wonderful
23338,5,Just loved the OnePlus Bluetooth headphone....... just go for it without any hesitation!!❤️READ MORE,Mind-blowing purchase
23339,4,GudREAD MORE,Really Nice
23340,5,Bass is outstanding in this price range.READ MORE,Excellent
23341,4,Ultimate sound.. battery life is superREAD MORE,Delightful
23342,5,Super sound quality & battery backupREAD MORE,Terrific
23343,4,Good product. While driving the bike it easy to fall from neck. So not safe while riding bike. So please think before you going to purchase. For normal use it's ok.READ MORE,Really Nice
23344,5,Regularly disconnecting from day 1 onwardsREAD MORE,Very poor
23345,5,Friends I do highly recommend this edition bcz this let's u 100% satisfactory pleasent sound..READ MORE,Highly recommended
23346,5,Good quality 🙂READ MORE,Wonderful
23347,4,very goodREAD MORE,Best in the market!
23348,4,Better for listening.READ MORE,Worth the money
23349,1,Good designing best quality thanks for filpkartREAD MORE,Good quality product
23350,5,"Not good , sound quality is not good...READ MORE",Slightly disappointed
23351,5,THE BLUETOOTH HEADSET IS AUSOME THE BASS IS EXCELLENTREAD MORE,Excellent
23352,5,Just go for it ☺️☺️☺️READ MORE,Excellent
23353,5,Sound is superr bass ...READ MORE,Terrific
23354,5,So goodREAD MORE,Brilliant
23355,5,Good productREAD MORE,Classy product
23356,5,osam products and very nice.... Good quality sound perfect.. Quikly order... 🏆READ MORE,Awesome
23357,4,BeautifulREAD MORE,Awesome
23358,2,GOOD PRODUCT👌READ MORE,Pretty good
23359,1,PoorREAD MORE,Terrible product
23360,5,PoorREAD MORE,Terrible product
23361,4,AwesomeREAD MORE,Just wow!
23362,5,good productREAD MORE,Delightful
23363,5,Nice productREAD MORE,Terrific purchase
23364,5,It's not clear sound while callingSome disturbing sound while callingREAD MORE,Horrible
23365,5,Very nice👍READ MORE,Awesome
23366,4,Very good product...it's bass quality is super se upparREAD MORE,Awesome
23367,4,Worth the money ..READ MORE,Just wow!
23368,1,But my phone not call workingREAD MORE,Nice product
23369,1,This one is osm..✌️ good sound quality with heavy bass...i can't listen after Full volume...😬 Too much bass....READ MORE,Really Nice
23370,5,Nice productREAD MORE,Just wow!
23371,5,Its very poor qualityDont buy itREAD MORE,Don't waste your money
23372,5,Perfect productREAD MORE,Best in the market!
23373,5,UnbelievableREAD MORE,Classy product
23374,4,GDREAD MORE,Classy product
23375,5,NiceREAD MORE,Worth the money
23376,5,Nice product..very fast delivery by flipkart.READ MORE,Super!
23377,3,Just awesome😍😘READ MORE,Awesome
23378,4,Awesome but after 20 days if I listen song only 1 ear bud is working.but if I'm playing pubgREAD MORE,Does the job
23379,1,Nice product 👍READ MORE,Good quality product
23380,4,Overall goodREAD MORE,Wonderful
23381,5,Good product with high quality in low cost of amountREAD MORE,Highly recommended
23382,5,goodREAD MORE,Worth every penny
23383,3,Full volume play not good bass..... But battery backup is very good.READ MORE,Nice
23384,3,Cheap quality sound.READ MORE,Decent product
23385,5,Good sound qualityREAD MORE,Best in the market!
23386,5,Super super superrrREAD MORE,Highly recommended
23387,5,GoodREAD MORE,Terrific purchase
23388,5,OwsamREAD MORE,Great product
23389,5,Awesome productREAD MORE,Fabulous!
23390,5,Good productREAD MORE,Fabulous!
23391,5,Good productREAD MORE,Terrific purchase
23392,4,Overall the sound quality is descent.Great wireless earphones under Rs.2000.Bass Lovers can opt this.READ MORE,Wonderful
23393,3,"Sound quality and battery backup are very good But, the device is disconnecting sometimes while usingREAD MORE",Good
23394,4,Good productREAD MORE,Nice product
23395,5,"I am being use this product from 4 months above,  I really suggest everyone to buy this product without any doubt,  it's very good product,  Good sound quality for music lover's like me,  good battery life...i am satisfied with this product.READ MORE",Just wow!
23396,5,Battery backup is long Lasting.READ MORE,Wonderful
23397,5,Good Product 👌👌👌👌👌👍👍READ MORE,Great product
23398,4,GoodREAD MORE,Good choice
23399,3,Call quality not goodREAD MORE,Good
23400,3,Call quality not goodREAD MORE,Good
23401,5,super qualityREAD MORE,Super!
23402,4,All time bestREAD MORE,Wonderful
23403,5,SuperbREAD MORE,Terrific purchase
23404,4,Colour no choice ritan productsREAD MORE,Really Nice
23405,3,Vary vary bad product batry backup on one plus wireless Bluetooth not good batry backup one plus Hundred present charge 12 hwor backupREAD MORE,Good
23406,3,"Bass overloaded , not realistic sound and it's vocal always extra bass which is most annoying.READ MORE",Good
23407,5,Good qualityREAD MORE,Fabulous!
23408,5,Very good ProductREAD MORE,Terrific
23409,5,Pros- 1-Light weight. 2-Extremely comfortable. 3-Bass is very balanced.4-Call quality above average.5-Sound best in class at this range.Cons1-Built quality is average2-magnets are not top notchREAD MORE,Excellent
23410,5,It's very good experience with OnePlus..Product is superb.. you can bring..READ MORE,Mind-blowing purchase
23411,5,It's amazing in this price range especially when you order from flipkart you get discountsREAD MORE,Mind-blowing purchase
23412,5,Really niceREAD MORE,Super!
23413,3,"This is not value for money item, Considering its price specs are below expectations....READ MORE",Just okay
